Provincia;Niveles;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre;Anual
Caceres;Extremo;0;0;0;0;0;0;9,68;19,35;0;0;0;0;2,47
Cadiz;Bajo;100;100;87,1;100;87,1;60;3,23;19,35;60;74,19;93,33;96,77;73,15
Cadiz;Moderado;0;0;9,68;0;6,45;23,33;19,35;35,48;26,67;19,35;6,67;3,23;12,6
Cadiz;Alto;0;0;3,23;0;6,45;13,33;45,16;32,26;0;6,45;0;0;9,04
Cadiz;Muy_Alto;0;0;0;0;0;3,33;25,81;12,9;13,33;0;0;0;4,66
Cadiz;Extremo;0;0;0;0;0;0;6,45;0;0;0;0;0;0,55
Castellon;Bajo;100;96,43;100;96,67;100;80;32,26;45,16;100;100;93,33;100;86,85
Castellon;Moderado;0;0;0;3,33;0;13,33;29,03;35,48;0;0;6,67;0;7,4
Castellon;Alto;0;3,57;0;0;0;6,67;22,58;16,13;0;0;0;0;4,11
Castellon;Muy_Alto;0;0;0;0;0;0;12,9;3,23;0;0;0;0;1,37
Castellon;Extremo;0;0;0;0;0;0;3,23;0;0;0;0;0;0,27
Ciudad Real;Bajo;100;100;93,55;90;90,32;56,67;0;9,68;70;100;100;100;75,62
Ciudad Real;Moderado;0;0;6,45;10;3,23;10;16,13;19,35;13,33;0;0;0;6,58
Ciudad Real;Alto;0;0;0;0;6,45;20;19,35;19,35;13,33;0;0;0;6,58
Ciudad Real;Muy_Alto;0;0;0;0;0;13,33;32,26;32,26;3,33;0;0;0;6,85
Ciudad Real;Extremo;0;0;0;0;0;0;32,26;19,35;0;0;0;0;4,38
Cordoba;Bajo;100;100;96,77;90;93,55;53,33;0;16,13;76,67;100;100;100;76,99
Cordoba;Moderado;0;0;0;10;3,23;13,33;6,45;29,03;3,33;0;0;0;5,48
Cordoba;Alto;0;0;3,23;0;3,23;20;29,03;12,9;10;0;0;0;6,58
Cordoba;Muy_Alto;0;0;0;0;0;13,33;38,71;22,58;6,67;0;0;0;6,85
Cordoba;Extremo;0;0;0;0;0;0;25,81;19,35;3,33;0;0;0;4,11
A Coruña;Bajo;100;96,43;54,84;53,33;93,55;63,33;83,87;38,71;80;80,65;80;100;76,99
A Coruña;Moderado;0;3,57;38,71;20;3,23;13,33;16,13;22,58;10;19,35;20;0;13,97
A Coruña;Alto;0;0;6,45;23,33;3,23;13,33;0;29,03;3,33;0;0;0;6,58
A Coruña;Muy_Alto;0;0;0;3,33;0;10;0;9,68;3,33;0;0;0;2,19
A Coruña;Extremo;0;0;0;0;0;0;0;0;3,33;0;0;0;0,27
Cuenca;Bajo;100;100;90,32;90;93,55;73,33;6,45;6,45;86,67;100;100;100;78,63
Cuenca;Moderado;0;0;9,68;10;6,45;23,33;25,81;22,58;13,33;0;0;0;9,32
Cuenca;Alto;0;0;0;0;0;3,33;19,35;35,48;0;0;0;0;4,93
Cuenca;Muy_Alto;0;0;0;0;0;0;29,03;16,13;0;0;0;0;3,84
Cuenca;Extremo;0;0;0;0;0;0;19,35;19,35;0;0;0;0;3,29
Girona;Bajo;100;100;70,97;53,33;96,77;23,33;0;16,13;56,67;29,03;86,67;96,77;60,55
Girona;Moderado;0;0;29,03;23,33;3,23;40;29,03;19,35;30;45,16;3,33;3,23;18,9
Girona;Alto;0;0;0;23,33;0;20;25,81;32,26;13,33;19,35;10;0;12,05
Girona;Muy_Alto;0;0;0;0;0;16,67;38,71;25,81;0;6,45;0;0;7,4
Girona;Extremo;0;0;0;0;0;0;6,45;6,45;0;0;0;0;1,1
Granada;Bajo;100;100;90,32;90;77,42;50;0;0;40;77,42;90;100;67,67
Granada;Moderado;0;0;9,68;10;19,35;20;3,23;6,45;30;19,35;10;0;10,68
Granada;Alto;0;0;0;0;3,23;30;22,58;41,94;13,33;3,23;0;0;9,59
Granada;Muy_Alto;0;0;0;0;0;0;35,48;29,03;10;0;0;0;6,3
Granada;Extremo;0;0;0;0;0;0;38,71;22,58;6,67;0;0;0;5,75
Guadalajara;Bajo;100;100;87,1;86,67;96,77;83,33;6,45;9,68;83,33;100;100;100;79,18
Guadalajara;Moderado;0;0;12,9;3,33;3,23;13,33;16,13;6,45;16,67;0;0;0;6,03
Guadalajara;Alto;0;0;0;10;0;3,33;22,58;38,71;0;0;0;0;6,3
Guadalajara;Muy_Alto;0;0;0;0;0;0;45,16;25,81;0;0;0;0;6,03
Guadalajara;Extremo;0;0;0;0;0;0;9,68;19,35;0;0;0;0;2,47
Gipuzkoa;Bajo;96,77;78,57;67,74;26,67;77,42;63,33;45,16;32,26;66,67;54,84;100;80,65;65,75
Gipuzkoa;Moderado;3,23;7,14;19,35;10;12,9;10;32,26;16,13;3,33;16,13;0;16,13;12,33
Gipuzkoa;Alto;0;7,14;3,23;20;6,45;13,33;22,58;29,03;13,33;12,9;0;3,23;10,96
Gipuzkoa;Muy_Alto;0;7,14;3,23;23,33;3,23;10;0;19,35;3,33;16,13;0;0;7,12
Gipuzkoa;Extremo;0;0;6,45;20;0;3,33;0;3,23;13,33;0;0;0;3,84
Huelva;Bajo;100;100;96,77;100;87,1;53,33;3,23;22,58;73,33;100;100;100;77,81
Huelva;Moderado;0;0;3,23;0;6,45;30;22,58;19,35;10;0;0;0;7,67
Huelva;Alto;0;0;0;0;0;10;29,03;25,81;6,67;0;0;0;6,03
Huelva;Muy_Alto;0;0;0;0;6,45;6,67;29,03;19,35;10;0;0;0;6,03
Huelva;Extremo;0;0;0;0;0;0;16,13;12,9;0;0;0;0;2,47
Huesca;Bajo;100;96,43;54,84;63,33;58,06;60;3,23;6,45;80;38,71;63,33;100;60
Huesca;Moderado;0;3,57;35,48;10;35,48;23,33;9,68;12,9;16,67;61,29;36,67;0;20,55
Huesca;Alto;0;0;9,68;13,33;6,45;13,33;48,39;32,26;3,33;0;0;0;10,68
Huesca;Muy_Alto;0;0;0;13,33;0;3,33;22,58;22,58;0;0;0;0;5,21
Huesca;Extremo;0;0;0;0;0;0;16,13;25,81;0;0;0;0;3,56
Jaen;Bajo;100;100;96,77;90;96,77;56,67;0;6,45;43,33;90,32;100;100;73,15
Jaen;Moderado;0;0;3,23;10;3,23;16,67;6,45;12,9;33,33;9,68;0;0;7,95
Jaen;Alto;0;0;0;0;0;23,33;16,13;25,81;16,67;0;0;0;6,85
Jaen;Muy_Alto;0;0;0;0;0;3,33;48,39;29,03;3,33;0;0;0;7,12
Jaen;Extremo;0;0;0;0;0;0;29,03;25,81;3,33;0;0;0;4,93
Leon;Bajo;100;100;83,87;66,67;96,77;76,67;25,81;3,23;76,67;80,65;96,67;100;75,34
Leon;Moderado;0;0;16,13;33,33;3,23;16,67;22,58;3,23;6,67;19,35;3,33;0;10,41
Leon;Alto;0;0;0;0;0;6,67;22,58;22,58;3,33;0;0;0;4,66
Leon;Muy_Alto;0;0;0;0;0;0;25,81;54,84;13,33;0;0;0;7,95
Leon;Extremo;0;0;0;0;0;0;3,23;16,13;0;0;0;0;1,64
Lleida;Bajo;100;96,43;64,52;63,33;48,39;60;6,45;3,23;73,33;29,03;90;100;60,82
Lleida;Moderado;0;3,57;25,81;3,33;41,94;20;12,9;29,03;20;67,74;10;0;19,73
Lleida;Alto;0;0;9,68;30;9,68;10;29,03;16,13;6,67;3,23;0;0;9,59
Lleida;Muy_Alto;0;0;0;3,33;0;10;35,48;22,58;0;0;0;0;6,03
Lleida;Extremo;0;0;0;0;0;0;16,13;29,03;0;0;0;0;3,84
La Rioja;Bajo;100;85,71;90,32;56,67;80,65;56,67;3,23;6,45;60;51,61;100;100;65,75
La Rioja;Moderado;0;10,71;0;10;16,13;23,33;19,35;3,23;16,67;38,71;0;0;11,51
La Rioja;Alto;0;3,57;6,45;33,33;3,23;16,67;9,68;9,68;13,33;9,68;0;0;8,77
La Rioja;Muy_Alto;0;0;3,23;0;0;3,33;29,03;32,26;10;0;0;0;6,58
La Rioja;Extremo;0;0;0;0;0;0;38,71;48,39;0;0;0;0;7,4
Lugo;Bajo;100;96,43;64,52;53,33;83,87;60;41,94;12,9;70;74,19;96,67;100;70,96
Lugo;Moderado;0;3,57;25,81;6,67;12,9;23,33;29,03;25,81;16,67;25,81;3,33;0;14,52
Lugo;Alto;0;0;9,68;40;3,23;10;29,03;29,03;6,67;0;0;0;10,68
Lugo;Muy_Alto;0;0;0;0;0;6,67;0;32,26;3,33;0;0;0;3,56
Lugo;Extremo;0;0;0;0;0;0;0;0;3,33;0;0;0;0,27
Madrid;Bajo;100;100;93,55;90;96,77;66,67;12,9;6,45;86,67;100;100;100;79,18
Madrid;Moderado;0;0;6,45;10;3,23;23,33;19,35;9,68;13,33;0;0;0;7,12
Madrid;Alto;0;0;0;0;0;10;12,9;35,48;0;0;0;0;4,93
Madrid;Muy_Alto;0;0;0;0;0;0;38,71;38,71;0;0;0;0;6,58
Madrid;Extremo;0;0;0;0;0;0;16,13;9,68;0;0;0;0;2,19
Malaga;Bajo;100;100;96,77;100;96,77;40;0;25,81;56,67;96,77;76,67;87,1;72,88
Malaga;Moderado;0;0;3,23;0;3,23;40;6,45;19,35;13,33;3,23;20;12,9;10,14
Malaga;Alto;0;0;0;0;0;10;32,26;22,58;10;0;3,33;0;6,58
Malaga;Muy_Alto;0;0;0;0;0;10;41,94;25,81;20;0;0;0;8,22
Malaga;Extremo;0;0;0;0;0;0;19,35;6,45;0;0;0;0;2,19
Murcia;Bajo;83,87;92,86;100;100;67,74;60;6,45;0;56,67;100;96,67;100;71,78
Murcia;Moderado;16,13;7,14;0;0;25,81;16,67;12,9;35,48;26,67;0;3,33;0;12,05
Murcia;Alto;0;0;0;0;6,45;20;41,94;32,26;10;0;0;0;9,32
Murcia;Muy_Alto;0;0;0;0;0;0;32,26;29,03;6,67;0;0;0;5,75
Murcia;Extremo;0;0;0;0;0;3,33;6,45;3,23;0;0;0;0;1,1
Navarra;Bajo;100;89,29;87,1;43,33;83,87;60;9,68;3,23;70;51,61;100;100;66,3
Navarra;Moderado;0;3,57;3,23;6,67;12,9;30;12,9;19,35;20;32,26;0;0;11,78
Navarra;Alto;0;7,14;3,23;30;0;6,67;41,94;22,58;3,33;16,13;0;0;10,96
Navarra;Muy_Alto;0;0;6,45;20;3,23;3,33;29,03;41,94;6,67;0;0;0;9,32
Navarra;Extremo;0;0;0;0;0;0;6,45;12,9;0;0;0;0;1,64
Ourense;Bajo;100;100;64,52;76,67;93,55;66,67;41,94;9,68;80;80,65;93,33;100;75,34
Ourense;Moderado;0;0;29,03;23,33;6,45;20;16,13;16,13;13,33;19,35;6,67;0;12,6
Ourense;Alto;0;0;6,45;0;0;13,33;35,48;25,81;0;0;0;0;6,85
Ourense;Muy_Alto;0;0;0;0;0;0;6,45;45,16;3,33;0;0;0;4,66
Ourense;Extremo;0;0;0;0;0;0;0;3,23;3,33;0;0;0;0,55
Asturias;Bajo;100;85,71;61,29;40;77,42;70;61,29;16,13;66,67;51,61;90;74,19;66,03
Asturias;Moderado;0;14,29;25,81;13,33;12,9;13,33;19,35;25,81;20;16,13;10;22,58;16,16
Asturias;Alto;0;0;6,45;16,67;6,45;16,67;12,9;25,81;0;22,58;0;3,23;9,32
Asturias;Muy_Alto;0;0;6,45;30;3,23;0;6,45;29,03;6,67;9,68;0;0;7,67
Asturias;Extremo;0;0;0;0;0;0;0;3,23;6,67;0;0;0;0,82
Palencia;Bajo;100;100;83,87;60;80,65;70;12,9;3,23;73,33;90,32;100;100;72,6
Palencia;Moderado;0;0;12,9;40;16,13;26,67;19,35;6,45;3,33;9,68;0;0;11,23
Palencia;Alto;0;0;3,23;0;3,23;0;32,26;16,13;13,33;0;0;0;5,75
Palencia;Muy_Alto;0;0;0;0;0;3,33;25,81;38,71;3,33;0;0;0;6,03
Palencia;Extremo;0;0;0;0;0;0;9,68;35,48;6,67;0;0;0;4,38
Las Palmas;Bajo;96,77;92,86;80,65;90;32,26;30;9,68;19,35;56,67;32,26;83,33;74,19;57,81
Las Palmas;Moderado;3,23;7,14;12,9;10;16,13;36,67;35,48;45,16;33,33;48,39;10;19,35;23,29
Las Palmas;Alto;0;0;3,23;0;41,94;23,33;25,81;16,13;3,33;19,35;3,33;6,45;12,05
Las Palmas;Muy_Alto;0;0;3,23;0;9,68;10;29,03;9,68;6,67;0;3,33;0;6,03
Las Palmas;Extremo;0;0;0;0;0;0;0;9,68;0;0;0;0;0,82
Pontevedra;Bajo;100;100;54,84;63,33;100;66,67;74,19;38,71;86,67;90,32;76,67;100;79,18
Pontevedra;Moderado;0;0;29,03;33,33;0;16,67;16,13;19,35;6,67;9,68;20;0;12,6
Pontevedra;Alto;0;0;16,13;3,33;0;13,33;9,68;25,81;3,33;0;3,33;0;6,3
Pontevedra;Muy_Alto;0;0;0;0;0;3,33;0;16,13;3,33;0;0;0;1,92
Pontevedra;Extremo;0;0;0;0;0;0;0;0;0;0;0;0;0
Salamanca;Bajo;100;100;93,55;90;96,77;66,67;12,9;6,45;73,33;100;100;100;78,08
Salamanca;Moderado;0;0;6,45;10;0;13,33;16,13;12,9;10;0;0;0;5,75
Salamanca;Alto;0;0;0;0;3,23;10;32,26;16,13;3,33;0;0;0;5,48
Salamanca;Muy_Alto;0;0;0;0;0;10;19,35;29,03;6,67;0;0;0;5,48
Salamanca;Extremo;0;0;0;0;0;0;19,35;35,48;6,67;0;0;0;5,21
Santa Cruz de Tenerife;Bajo;100;100;93,55;100;70,97;30;0;3,23;16,67;22,58;70;96,77;58,36
Santa Cruz de Tenerife;Moderado;0;0;3,23;0;12,9;46,67;12,9;29,03;53,33;29,03;30;3,23;18,36
Santa Cruz de Tenerife;Alto;0;0;3,23;0;16,13;16,67;54,84;32,26;26,67;32,26;0;0;15,34
Santa Cruz de Tenerife;Muy_Alto;0;0;0;0;0;6,67;29,03;22,58;3,33;16,13;0;0;6,58
Santa Cruz de Tenerife;Extremo;0;0;0;0;0;0;3,23;12,9;0;0;0;0;1,37
Cantabria;Bajo;96,77;67,86;77,42;40;87,1;66,67;67,74;38,71;70;51,61;100;58,06;68,49
Cantabria;Moderado;3,23;21,43;12,9;16,67;6,45;13,33;16,13;22,58;10;22,58;0;32,26;14,79
Cantabria;Alto;0;7,14;0;26,67;3,23;16,67;16,13;12,9;3,33;19,35;0;9,68;9,59
Cantabria;Muy_Alto;0;3,57;6,45;6,67;3,23;3,33;0;25,81;10;6,45;0;0;5,48
Cantabria;Extremo;0;0;3,23;10;0;0;0;0;6,67;0;0;0;1,64
Segovia;Bajo;100;100;90,32;90;100;73,33;19,35;6,45;76,67;93,55;100;100;78,9
Segovia;Moderado;0;0;6,45;10;0;20;12,9;12,9;3,33;6,45;0;0;6,03
Segovia;Alto;0;0;3,23;0;0;6,67;22,58;35,48;10;0;0;0;6,58
Segovia;Muy_Alto;0;0;0;0;0;0;22,58;25,81;6,67;0;0;0;4,66
Segovia;Extremo;0;0;0;0;0;0;22,58;19,35;3,33;0;0;0;3,84
Sevilla;Bajo;100;100;93,55;90;83,87;50;0;25,81;73,33;90,32;96,67;100;75,07
Sevilla;Moderado;0;0;3,23;10;12,9;23,33;16,13;29,03;6,67;9,68;3,33;0;9,59
Sevilla;Alto;0;0;3,23;0;3,23;20;25,81;25,81;16,67;0;0;0;7,95
Sevilla;Muy_Alto;0;0;0;0;0;6,67;45,16;9,68;3,33;0;0;0;5,48
Sevilla;Extremo;0;0;0;0;0;0;12,9;9,68;0;0;0;0;1,92
Soria;Bajo;100;96,43;87,1;70;96,77;83,33;9,68;12,9;76,67;83,87;100;100;76,16
Soria;Moderado;0;3,57;9,68;30;3,23;13,33;16,13;3,23;16,67;16,13;0;0;9,32
Soria;Alto;0;0;3,23;0;0;3,33;22,58;25,81;6,67;0;0;0;5,21
Soria;Muy_Alto;0;0;0;0;0;0;41,94;38,71;0;0;0;0;6,85
Soria;Extremo;0;0;0;0;0;0;9,68;19,35;0;0;0;0;2,47
Tarragona;Bajo;100;96,43;77,42;76,67;70,97;56,67;16,13;22,58;100;100;93,33;100;75,62
Tarragona;Moderado;0;0;19,35;20;22,58;23,33;16,13;32,26;0;0;6,67;0;11,78
Tarragona;Alto;0;3,57;3,23;0;6,45;6,67;35,48;22,58;0;0;0;0;6,58
Tarragona;Muy_Alto;0;0;0;3,33;0;10;25,81;22,58;0;0;0;0;5,21
Tarragona;Extremo;0;0;0;0;0;3,33;6,45;0;0;0;0;0;0,82
Teruel;Bajo;100;96,43;87,1;83,33;83,87;70;3,23;12,9;86,67;83,87;100;100;75,34
Teruel;Moderado;0;3,57;3,23;3,33;12,9;20;16,13;19,35;13,33;16,13;0;0;9,04
Teruel;Alto;0;0;9,68;3,33;3,23;10;12,9;25,81;0;0;0;0;5,48
Teruel;Muy_Alto;0;0;0;10;0;0;45,16;22,58;0;0;0;0;6,58
Teruel;Extremo;0;0;0;0;0;0;22,58;19,35;0;0;0;0;3,56
Toledo;Bajo;100;100;90,32;90;90,32;53,33;6,45;3,23;76,67;100;100;100;75,62
Toledo;Moderado;0;0;9,68;10;3,23;16,67;19,35;22,58;13,33;0;0;0;7,95
Toledo;Alto;0;0;0;0;3,23;10;12,9;32,26;10;0;0;0;5,75
Toledo;Muy_Alto;0;0;0;0;3,23;20;32,26;25,81;0;0;0;0;6,85
Toledo;Extremo;0;0;0;0;0;0;29,03;16,13;0;0;0;0;3,84
Valencia;Bajo;96,77;96,43;100;96,67;93,55;86,67;19,35;35,48;100;100;100;100;85,21
Valencia;Moderado;3,23;3,57;0;3,33;3,23;10;25,81;25,81;0;0;0;0;6,3
Valencia;Alto;0;0;0;0;3,23;3,33;29,03;29,03;0;0;0;0;5,48
Valencia;Muy_Alto;0;0;0;0;0;0;12,9;6,45;0;0;0;0;1,64
Valencia;Extremo;0;0;0;0;0;0;12,9;3,23;0;0;0;0;1,37
Valladolid;Bajo;100;100;83,87;83,33;87,1;66,67;6,45;9,68;73,33;100;100;100;75,62
Valladolid;Moderado;0;0;12,9;16,67;9,68;16,67;9,68;3,23;10;0;0;0;6,58
Valladolid;Alto;0;0;3,23;0;3,23;3,33;38,71;29,03;3,33;0;0;0;6,85
Valladolid;Muy_Alto;0;0;0;0;0;10;29,03;29,03;6,67;0;0;0;6,3
Valladolid;Extremo;0;0;0;0;0;3,33;16,13;29,03;6,67;0;0;0;4,66
Bizkaia;Bajo;96,77;78,57;74,19;30;74,19;66,67;61,29;35,48;70;54,84;100;80,65;68,49
Bizkaia;Moderado;3,23;14,29;16,13;6,67;16,13;10;29,03;22,58;13,33;29,03;0;16,13;14,79
Bizkaia;Alto;0;0;0;36,67;3,23;10;9,68;22,58;6,67;6,45;0;3,23;8,22
Bizkaia;Muy_Alto;0;7,14;6,45;13,33;6,45;13,33;0;19,35;6,67;9,68;0;0;6,85
Bizkaia;Extremo;0;0;3,23;13,33;0;0;0;0;3,33;0;0;0;1,64
Zamora;Bajo;100;100;93,55;86,67;87,1;66,67;19,35;3,23;70;100;100;100;76,99
Zamora;Moderado;0;0;6,45;13,33;12,9;16,67;19,35;6,45;13,33;0;0;0;7,4
Zamora;Alto;0;0;0;0;0;10;22,58;25,81;10;0;0;0;5,75
Zamora;Muy_Alto;0;0;0;0;0;6,67;32,26;38,71;6,67;0;0;0;7,12
Zamora;Extremo;0;0;0;0;0;0;6,45;25,81;0;0;0;0;2,74
Zaragoza;Bajo;100;100;77,42;56,67;74,19;73,33;0;3,23;86,67;87,1;93,33;100;70,68
Zaragoza;Moderado;0;0;12,9;23,33;22,58;20;22,58;19,35;13,33;12,9;6,67;0;12,88
Zaragoza;Alto;0;0;9,68;16,67;3,23;6,67;32,26;38,71;0;0;0;0;9,04
Zaragoza;Muy_Alto;0;0;0;3,33;0;0;32,26;25,81;0;0;0;0;5,21
Zaragoza;Extremo;0;0;0;0;0;0;12,9;12,9;0;0;0;0;2,19
