Provincia;Niveles;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre;Anual
Castellon;Moderado;38,71;31,03;9,68;3,33;54,84;53,33;32,26;16,13;23,33;41,94;10;0;26,23
Castellon;Alto;3,23;20,69;22,58;0;6,45;3,33;25,81;19,35;23,33;22,58;0;0;12,3
Castellon;Muy_Alto;0;3,45;9,68;0;0;0;22,58;54,84;36,67;6,45;0;0;11,2
Castellon;Extremo;0;0;0;0;0;0;0;6,45;3,33;0;0;0;0,82
Ciudad Real;Bajo;90,32;68,97;54,84;96,67;29,03;16,67;0;16,13;46,67;87,1;100;100;58,74
Ciudad Real;Moderado;9,68;31,03;45,16;3,33;61,29;56,67;16,13;16,13;36,67;3,23;0;0;23,22
Ciudad Real;Alto;0;0;0;0;9,68;23,33;25,81;32,26;6,67;6,45;0;0;8,74
Ciudad Real;Muy_Alto;0;0;0;0;0;3,33;48,39;22,58;10;3,23;0;0;7,38
Ciudad Real;Extremo;0;0;0;0;0;0;9,68;12,9;0;0;0;0;1,91
Cordoba;Bajo;90,32;72,41;51,61;100;32,26;10;0;19,35;53,33;87,1;100;100;59,56
Cordoba;Moderado;9,68;27,59;48,39;0;58,06;43,33;9,68;16,13;23,33;6,45;0;0;20,22
Cordoba;Alto;0;0;0;0;9,68;30;22,58;22,58;16,67;0;0;0;8,47
Cordoba;Muy_Alto;0;0;0;0;0;13,33;51,61;32,26;6,67;6,45;0;0;9,29
Cordoba;Extremo;0;0;0;0;0;3,33;16,13;9,68;0;0;0;0;2,46
A Coruña;Bajo;45,16;51,72;45,16;66,67;19,35;30;0;61,29;43,33;96,77;96,67;100;54,64
A Coruña;Moderado;54,84;44,83;35,48;30;32,26;53,33;6,45;3,23;16,67;3,23;3,33;0;23,5
A Coruña;Alto;0;3,45;16,13;0;22,58;16,67;9,68;3,23;13,33;0;0;0;7,1
A Coruña;Muy_Alto;0;0;3,23;3,33;22,58;0;64,52;29,03;26,67;0;0;0;12,57
A Coruña;Extremo;0;0;0;0;3,23;0;19,35;3,23;0;0;0;0;2,19
Cuenca;Bajo;70,97;68,97;70,97;96,67;35,48;23,33;22,58;6,45;43,33;93,55;100;100;60,93
Cuenca;Moderado;29,03;24,14;29,03;3,33;51,61;50;0;16,13;23,33;6,45;0;0;19,4
Cuenca;Alto;0;6,9;0;0;12,9;23,33;29,03;29,03;23,33;0;0;0;10,38
Cuenca;Muy_Alto;0;0;0;0;0;3,33;29,03;35,48;6,67;0;0;0;6,28
Cuenca;Extremo;0;0;0;0;0;0;19,35;12,9;3,33;0;0;0;3,01
Girona;Bajo;58,06;24,14;45,16;63,33;29,03;73,33;12,9;9,68;60;100;80;100;54,64
Girona;Moderado;35,48;44,83;48,39;13,33;16,13;16,67;45,16;9,68;40;0;16,67;0;23,77
Girona;Alto;6,45;31,03;6,45;23,33;41,94;10;25,81;29,03;0;0;3,33;0;14,75
Girona;Muy_Alto;0;0;0;0;12,9;0;16,13;45,16;0;0;0;0;6,28
Girona;Extremo;0;0;0;0;0;0;0;6,45;0;0;0;0;0,55
Granada;Bajo;74,19;44,83;41,94;100;35,48;20;3,23;0;23,33;80,65;96,67;100;51,64
Granada;Moderado;25,81;55,17;58,06;0;58,06;60;6,45;0;36,67;3,23;3,33;0;25,41
Granada;Alto;0;0;0;0;6,45;20;38,71;19,35;26,67;9,68;0;0;10,11
Granada;Muy_Alto;0;0;0;0;0;0;38,71;54,84;13,33;6,45;0;0;9,56
Granada;Extremo;0;0;0;0;0;0;12,9;25,81;0;0;0;0;3,28
Guadalajara;Bajo;64,52;65,52;77,42;96,67;48,39;56,67;3,23;6,45;43,33;96,77;100;100;63,11
Guadalajara;Moderado;35,48;27,59;22,58;3,33;38,71;40;25,81;16,13;23,33;3,23;0;0;19,67
Guadalajara;Alto;0;6,9;0;0;12,9;3,33;22,58;19,35;23,33;0;0;0;7,38
Guadalajara;Muy_Alto;0;0;0;0;0;0;32,26;45,16;10;0;0;0;7,38
Guadalajara;Extremo;0;0;0;0;0;0;16,13;12,9;0;0;0;0;2,46
Gipuzkoa;Bajo;48,39;31,03;51,61;56,67;25,81;56,67;25,81;35,48;43,33;93,55;60;96,77;52,19
Gipuzkoa;Moderado;38,71;55,17;32,26;26,67;32,26;16,67;19,35;9,68;6,67;0;20;3,23;21,58
Gipuzkoa;Alto;12,9;10,34;16,13;13,33;22,58;26,67;19,35;12,9;10;6,45;20;0;14,21
Gipuzkoa;Muy_Alto;0;3,45;0;3,33;19,35;0;22,58;19,35;20;0;0;0;7,38
Gipuzkoa;Extremo;0;0;0;0;0;0;12,9;22,58;20;0;0;0;4,64
Huelva;Bajo;87,1;58,62;48,39;100;38,71;23,33;3,23;6,45;46,67;70,97;100;100;56,83
Huelva;Moderado;12,9;41,38;45,16;0;58,06;46,67;12,9;12,9;16,67;19,35;0;0;22,13
Huelva;Alto;0;0;6,45;0;3,23;20;41,94;35,48;13,33;6,45;0;0;10,66
Huelva;Muy_Alto;0;0;0;0;0;10;35,48;19,35;13,33;0;0;0;6,56
Huelva;Extremo;0;0;0;0;0;0;6,45;25,81;10;3,23;0;0;3,83
Huesca;Bajo;61,29;13,79;61,29;93,33;38,71;56,67;22,58;3,23;20;74,19;76,67;100;51,91
Huesca;Moderado;38,71;79,31;35,48;6,67;41,94;40;16,13;9,68;16,67;19,35;23,33;0;27,05
Huesca;Alto;0;6,9;3,23;0;19,35;3,33;22,58;22,58;13,33;6,45;0;0;8,2
Huesca;Muy_Alto;0;0;0;0;0;0;19,35;19,35;43,33;0;0;0;6,83
Huesca;Extremo;0;0;0;0;0;0;19,35;45,16;6,67;0;0;0;6,01
Jaen;Bajo;87,1;68,97;54,84;100;35,48;23,33;3,23;3,23;30;83,87;100;100;57,38
Jaen;Moderado;12,9;31,03;45,16;0;58,06;50;6,45;12,9;36,67;9,68;0;0;21,86
Jaen;Alto;0;0;0;0;6,45;23,33;35,48;35,48;23,33;3,23;0;0;10,66
Jaen;Muy_Alto;0;0;0;0;0;3,33;41,94;35,48;10;3,23;0;0;7,92
Jaen;Extremo;0;0;0;0;0;0;12,9;12,9;0;0;0;0;2,19
Leon;Bajo;51,61;37,93;19,35;80;41,94;56,67;3,23;35,48;53,33;96,77;100;100;56,28
Leon;Moderado;48,39;58,62;70,97;20;25,81;36,67;16,13;9,68;6,67;3,23;0;0;24,59
Leon;Alto;0;3,45;9,68;0;32,26;6,67;32,26;19,35;23,33;0;0;0;10,66
Leon;Muy_Alto;0;0;0;0;0;0;35,48;19,35;16,67;0;0;0;6,01
Leon;Extremo;0;0;0;0;0;0;12,9;16,13;0;0;0;0;2,46
Lleida;Bajo;48,39;10,34;51,61;70;41,94;66,67;22,58;9,68;26,67;70,97;73,33;100;49,45
Lleida;Moderado;51,61;79,31;45,16;30;25,81;30;22,58;3,23;36,67;25,81;26,67;0;31,15
Lleida;Alto;0;10,34;3,23;0;32,26;3,33;29,03;12,9;33,33;3,23;0;0;10,66
Lleida;Muy_Alto;0;0;0;0;0;0;16,13;12,9;3,33;0;0;0;2,73
Lleida;Extremo;0;0;0;0;0;0;9,68;61,29;0;0;0;0;6,01
La Rioja;Bajo;54,84;17,24;58,06;86,67;29,03;73,33;12,9;9,68;36,67;93,55;90;100;55,19
La Rioja;Moderado;45,16;55,17;38,71;13,33;41,94;16,67;3,23;12,9;6,67;6,45;10;0;20,77
La Rioja;Alto;0;27,59;0;0;29,03;10;32,26;9,68;3,33;0;0;0;9,29
La Rioja;Muy_Alto;0;0;3,23;0;0;0;38,71;16,13;26,67;0;0;0;7,1
La Rioja;Extremo;0;0;0;0;0;0;12,9;51,61;26,67;0;0;0;7,65
Lugo;Bajo;48,39;31,03;45,16;73,33;22,58;36,67;0;38,71;46,67;96,77;93,33;100;52,73
Lugo;Moderado;48,39;62,07;41,94;23,33;29,03;56,67;9,68;22,58;10;0;6,67;0;25,68
Lugo;Alto;3,23;6,9;12,9;3,33;35,48;6,67;22,58;3,23;13,33;3,23;0;0;9,29
Lugo;Muy_Alto;0;0;0;0;12,9;0;54,84;25,81;26,67;0;0;0;10,11
Lugo;Extremo;0;0;0;0;0;0;12,9;9,68;3,33;0;0;0;2,19
Madrid;Bajo;74,19;62,07;54,84;90;25,81;26,67;0;16,13;53,33;100;100;100;58,47
Madrid;Moderado;25,81;37,93;45,16;10;61,29;56,67;19,35;22,58;23,33;0;0;0;25,14
Madrid;Alto;0;0;0;0;12,9;16,67;22,58;6,45;16,67;0;0;0;6,28
Madrid;Muy_Alto;0;0;0;0;0;0;45,16;41,94;6,67;0;0;0;7,92
Madrid;Extremo;0;0;0;0;0;0;12,9;12,9;0;0;0;0;2,19
Malaga;Bajo;87,1;31,03;45,16;100;35,48;23,33;0;3,23;30;70,97;100;100;52,19
Malaga;Moderado;12,9;68,97;45,16;0;54,84;40;12,9;9,68;26,67;6,45;0;0;22,95
Malaga;Alto;0;0;9,68;0;9,68;26,67;45,16;22,58;23,33;16,13;0;0;12,84
Malaga;Muy_Alto;0;0;0;0;0;10;38,71;48,39;13,33;6,45;0;0;9,84
Malaga;Extremo;0;0;0;0;0;0;3,23;16,13;6,67;0;0;0;2,19
Murcia;Bajo;77,42;72,41;51,61;100;35,48;26,67;0;0;40;58,06;96,67;96,77;54,37
Murcia;Moderado;22,58;20,69;29,03;0;58,06;50;19,35;16,13;33,33;32,26;3,33;3,23;24,04
Murcia;Alto;0;6,9;16,13;0;6,45;23,33;35,48;29,03;10;6,45;0;0;11,2
Murcia;Muy_Alto;0;0;3,23;0;0;0;45,16;38,71;13,33;0;0;0;8,47
Murcia;Extremo;0;0;0;0;0;0;0;16,13;3,33;3,23;0;0;1,91
Navarra;Bajo;74,19;24,14;64,52;73,33;29,03;63,33;3,23;3,23;36,67;96,77;86,67;100;54,64
Navarra;Moderado;25,81;68,97;32,26;23,33;29,03;20;9,68;6,45;6,67;3,23;13,33;0;19,67
Navarra;Alto;0;6,9;3,23;3,33;41,94;16,67;45,16;16,13;3,33;0;0;0;11,48
Navarra;Muy_Alto;0;0;0;0;0;0;25,81;41,94;23,33;0;0;0;7,65
Navarra;Extremo;0;0;0;0;0;0;16,13;32,26;30;0;0;0;6,56
Ourense;Bajo;61,29;41,38;41,94;83,33;25,81;33,33;0;25,81;43,33;96,77;100;100;54,37
Ourense;Moderado;38,71;55,17;54,84;13,33;38,71;53,33;3,23;16,13;3,33;3,23;0;0;23,22
Ourense;Alto;0;3,45;3,23;3,33;35,48;13,33;22,58;22,58;6,67;0;0;0;9,29
Ourense;Muy_Alto;0;0;0;0;0;0;51,61;16,13;33,33;0;0;0;8,47
Ourense;Extremo;0;0;0;0;0;0;22,58;19,35;13,33;0;0;0;4,64
Asturias;Bajo;41,94;13,79;32,26;60;22,58;56,67;6,45;45,16;46,67;90,32;73,33;96,77;48,91
Asturias;Moderado;35,48;51,72;45,16;36,67;25,81;30;32,26;12,9;23,33;6,45;20;3,23;26,78
Asturias;Alto;19,35;31,03;22,58;3,33;29,03;13,33;32,26;16,13;13,33;0;6,67;0;15,57
Asturias;Muy_Alto;3,23;3,45;0;0;22,58;0;22,58;19,35;13,33;3,23;0;0;7,38
Asturias;Extremo;0;0;0;0;0;0;6,45;6,45;3,33;0;0;0;1,37
Palencia;Bajo;70,97;44,83;12,9;93,33;29,03;66,67;3,23;32,26;46,67;96,77;100;100;57,92
Palencia;Moderado;29,03;51,72;80,65;6,67;45,16;33,33;12,9;12,9;20;0;0;0;24,32
Palencia;Alto;0;3,45;6,45;0;25,81;0;51,61;22,58;13,33;3,23;0;0;10,66
Palencia;Muy_Alto;0;0;0;0;0;0;22,58;16,13;20;0;0;0;4,92
Palencia;Extremo;0;0;0;0;0;0;9,68;16,13;0;0;0;0;2,19
Las Palmas;Bajo;45,16;10,34;41,94;53,33;6,45;13,33;0;0;30;54,84;53,33;93,55;33,61
Las Palmas;Moderado;32,26;24,14;32,26;36,67;70,97;40;29,03;38,71;43,33;29,03;33,33;6,45;34,7
Las Palmas;Alto;22,58;37,93;22,58;10;19,35;43,33;58,06;25,81;16,67;12,9;10;0;23,22
Las Palmas;Muy_Alto;0;24,14;3,23;0;3,23;3,33;9,68;29,03;10;3,23;3,33;0;7,38
Las Palmas;Extremo;0;3,45;0;0;0;0;3,23;6,45;0;0;0;0;1,09
Pontevedra;Bajo;67,74;62,07;54,84;73,33;22,58;40;0;51,61;43,33;100;100;100;59,56
Pontevedra;Moderado;32,26;37,93;38,71;23,33;32,26;40;6,45;12,9;3,33;0;0;0;18,85
Pontevedra;Alto;0;0;6,45;3,33;38,71;20;19,35;0;23,33;0;0;0;9,29
Pontevedra;Muy_Alto;0;0;0;0;6,45;0;48,39;25,81;26,67;0;0;0;9,02
Pontevedra;Extremo;0;0;0;0;0;0;25,81;9,68;3,33;0;0;0;3,28
Salamanca;Bajo;96,77;48,28;64,52;96,67;38,71;46,67;0;6,45;43,33;96,77;100;100;61,48
Salamanca;Moderado;3,23;51,72;35,48;3,33;58,06;46,67;6,45;12,9;6,67;0;0;0;18,58
Salamanca;Alto;0;0;0;0;3,23;6,67;29,03;22,58;13,33;0;0;0;6,28
Salamanca;Muy_Alto;0;0;0;0;0;0;38,71;29,03;33,33;0;0;0;8,47
Salamanca;Extremo;0;0;0;0;0;0;25,81;29,03;3,33;3,23;0;0;5,19
Santa Cruz de Tenerife;Bajo;32,26;0;32,26;60;3,23;10;0;0;10;74,19;70;100;32,79
Santa Cruz de Tenerife;Moderado;41,94;41,38;29,03;40;67,74;63,33;0;9,68;33,33;25,81;26,67;0;31,42
Santa Cruz de Tenerife;Alto;25,81;31,03;25,81;0;9,68;26,67;51,61;32,26;46,67;0;3,33;0;21,04
Santa Cruz de Tenerife;Muy_Alto;0;27,59;12,9;0;19,35;0;45,16;38,71;10;0;0;0;12,84
Santa Cruz de Tenerife;Extremo;0;0;0;0;0;0;3,23;19,35;0;0;0;0;1,91
Cantabria;Bajo;48,39;27,59;35,48;53,33;29,03;60;19,35;48,39;43,33;90,32;46,67;96,77;50
Cantabria;Moderado;32,26;58,62;51,61;36,67;19,35;33,33;22,58;12,9;13,33;6,45;20;0;25,41
Cantabria;Alto;19,35;10,34;12,9;10;32,26;6,67;29,03;6,45;10;0;30;3,23;14,21
Cantabria;Muy_Alto;0;3,45;0;0;19,35;0;25,81;25,81;23,33;3,23;3,33;0;8,74
Cantabria;Extremo;0;0;0;0;0;0;3,23;6,45;10;0;0;0;1,64
Segovia;Bajo;61,29;41,38;35,48;93,33;35,48;53,33;3,23;16,13;43,33;96,77;100;100;56,56
Segovia;Moderado;38,71;55,17;58,06;6,67;48,39;36,67;6,45;12,9;10;3,23;0;0;22,95
Segovia;Alto;0;3,45;6,45;0;16,13;10;35,48;16,13;20;0;0;0;9,02
Segovia;Muy_Alto;0;0;0;0;0;0;38,71;29,03;23,33;0;0;0;7,65
Segovia;Extremo;0;0;0;0;0;0;16,13;25,81;3,33;0;0;0;3,83
Sevilla;Bajo;100;68,97;58,06;100;35,48;10;3,23;16,13;50;74,19;100;100;59,56
Sevilla;Moderado;0;31,03;35,48;0;41,94;56,67;9,68;25,81;20;16,13;0;0;19,67
Sevilla;Alto;0;0;6,45;0;22,58;23,33;38,71;19,35;16,67;3,23;0;0;10,93
Sevilla;Muy_Alto;0;0;0;0;0;10;41,94;29,03;6,67;6,45;0;0;7,92
Sevilla;Extremo;0;0;0;0;0;0;6,45;9,68;6,67;0;0;0;1,91
Soria;Bajo;58,06;37,93;61,29;96,67;48,39;70;3,23;6,45;43,33;96,77;100;100;60,11
Soria;Moderado;41,94;48,28;38,71;3,33;35,48;30;19,35;9,68;3,33;3,23;0;0;19,4
Soria;Alto;0;13,79;0;0;16,13;0;29,03;12,9;23,33;0;0;0;7,92
Soria;Muy_Alto;0;0;0;0;0;0;32,26;45,16;23,33;0;0;0;8,47
Soria;Extremo;0;0;0;0;0;0;16,13;25,81;6,67;0;0;0;4,1
Tarragona;Bajo;96,77;48,28;61,29;90;48,39;53,33;6,45;12,9;26,67;61,29;93,33;100;58,2
Tarragona;Moderado;3,23;37,93;22,58;10;45,16;43,33;19,35;22,58;43,33;16,13;6,67;0;22,4
Tarragona;Alto;0;10,34;12,9;0;6,45;3,33;38,71;16,13;23,33;16,13;0;0;10,66
Tarragona;Muy_Alto;0;3,45;3,23;0;0;0;35,48;45,16;6,67;6,45;0;0;8,47
Tarragona;Extremo;0;0;0;0;0;0;0;3,23;0;0;0;0;0,27
Teruel;Bajo;45,16;37,93;58,06;96,67;38,71;56,67;9,68;0;3,33;67,74;93,33;100;50,55
Teruel;Moderado;54,84;48,28;35,48;3,33;45,16;43,33;22,58;9,68;23,33;19,35;6,67;0;25,96
Teruel;Alto;0;13,79;6,45;0;16,13;0;32,26;9,68;46,67;9,68;0;0;11,2
Teruel;Muy_Alto;0;0;0;0;0;0;19,35;54,84;23,33;3,23;0;0;8,47
Teruel;Extremo;0;0;0;0;0;0;16,13;25,81;3,33;0;0;0;3,83
Toledo;Bajo;96,77;68,97;58,06;90;29,03;20;0;19,35;53,33;96,77;100;100;60,93
Toledo;Moderado;3,23;31,03;41,94;10;61,29;50;9,68;16,13;16,67;3,23;0;0;20,22
Toledo;Alto;0;0;0;0;9,68;26,67;32,26;32,26;16,67;0;0;0;9,84
Toledo;Muy_Alto;0;0;0;0;0;3,33;41,94;22,58;13,33;0;0;0;6,83
Toledo;Extremo;0;0;0;0;0;0;16,13;9,68;0;0;0;0;2,19
Valencia;Bajo;83,87;62,07;51,61;90;29,03;20;16,13;9,68;23,33;64,52;100;100;54,1
Valencia;Moderado;16,13;24,14;22,58;6,67;41,94;43,33;22,58;22,58;36,67;29,03;0;0;22,13
Valencia;Alto;0;13,79;22,58;3,33;29,03;36,67;25,81;22,58;26,67;0;0;0;15,03
Valencia;Muy_Alto;0;0;3,23;0;0;0;35,48;38,71;13,33;3,23;0;0;7,92
Valencia;Extremo;0;0;0;0;0;0;0;6,45;0;3,23;0;0;0,82
Valladolid;Bajo;93,55;55,17;32,26;86,67;35,48;60;3,23;29,03;53,33;96,77;100;100;62,02
Valladolid;Moderado;6,45;44,83;67,74;13,33;48,39;33,33;12,9;9,68;6,67;0;0;0;20,22
Valladolid;Alto;0;0;0;0;16,13;6,67;25,81;16,13;16,67;3,23;0;0;7,1
Valladolid;Muy_Alto;0;0;0;0;0;0;45,16;19,35;23,33;0;0;0;7,38
Valladolid;Extremo;0;0;0;0;0;0;12,9;25,81;0;0;0;0;3,28
Bizkaia;Bajo;58,06;41,38;54,84;66,67;29,03;63,33;25,81;35,48;43,33;93,55;53,33;96,77;55,19
Bizkaia;Moderado;32,26;44,83;32,26;16,67;29,03;16,67;16,13;16,13;6,67;6,45;26,67;3,23;20,49
Bizkaia;Alto;9,68;10,34;12,9;13,33;32,26;20;22,58;9,68;10;0;16,67;0;13,11
Bizkaia;Muy_Alto;0;3,45;0;3,33;9,68;0;22,58;16,13;20;0;3,33;0;6,56
Bizkaia;Extremo;0;0;0;0;0;0;12,9;22,58;20;0;0;0;4,64
Zamora;Bajo;96,77;62,07;38,71;100;35,48;56,67;0;16,13;53,33;96,77;100;100;62,84
Zamora;Moderado;3,23;37,93;61,29;0;54,84;36,67;3,23;16,13;6,67;0;0;0;18,31
Zamora;Alto;0;0;0;0;9,68;6,67;29,03;25,81;20;0;0;0;7,65
Zamora;Muy_Alto;0;0;0;0;0;0;51,61;25,81;20;3,23;0;0;8,47
Zamora;Extremo;0;0;0;0;0;0;16,13;16,13;0;0;0;0;2,73
Zaragoza;Bajo;100;41,38;64,52;93,33;38,71;73,33;6,45;0;30;70,97;100;100;59,84
Zaragoza;Moderado;0;55,17;35,48;6,67;45,16;26,67;19,35;0;13,33;22,58;0;0;18,58
Zaragoza;Alto;0;3,45;0;0;16,13;0;32,26;32,26;23,33;6,45;0;0;9,56
Zaragoza;Muy_Alto;0;0;0;0;0;0;38,71;45,16;33,33;0;0;0;9,84
Zaragoza;Extremo;0;0;0;0;0;0;3,23;22,58;0;0;0;0;2,19
